x1,x2,x3,x4,x5,y
-2.0,-1.0,0.0,1.0,2.0,32.21611893154753
-1.9991998399679936,-0.9991998399679936,0.0008001600320064013,1.0008001600320064,2.0008001600320062,32.20055147568719
-1.998399679935987,-0.9983996799359872,0.0016003200640128026,1.001600320064013,2.001600320064013,32.02426931455788
-1.9975995199039809,-0.9975995199039808,0.002400480096019204,1.0024004800960191,2.002400480096019,32.234696806680354
-1.9967993598719744,-0.9967993598719744,0.003200640128025605,1.0032006401280256,2.003200640128026,32.273238334665926
-1.995999199839968,-0.995999199839968,0.004000800160032006,1.004000800160032,2.004000800160032,32.54307156278595
-1.9951990398079615,-0.9951990398079615,0.004800960192038408,1.0048009601920385,2.0048009601920382,32.488460721831785
-1.994398879775955,-0.9943988797759552,0.005601120224044809,1.005601120224045,2.005601120224045,32.40684063207429
-1.9935987197439489,-0.9935987197439488,0.00640128025605121,1.0064012802560511,2.006401280256051,32.551748047080736
-1.9927985597119424,-0.9927985597119424,0.0072014402880576115,1.0072014402880576,2.007201440288058,32.63045667555447
-1.991998399679936,-0.991998399679936,0.008001600320064013,1.008001600320064,2.008001600320064,32.68422583905225
-1.9911982396479295,-0.9911982396479296,0.008801760352070413,1.0088017603520705,2.0088017603520703,32.55706368100693
-1.990398079615923,-0.9903980796159232,0.009601920384076815,1.009601920384077,2.009601920384077,32.726351005623854
-1.9895979195839169,-0.9895979195839167,0.010402080416083218,1.0104020804160831,2.010402080416083,33.102602500838884
-1.9887977595519104,-0.9887977595519104,0.011202240448089618,1.0112022404480896,2.01120224044809,32.81825726777971
-1.987997599519904,-0.987997599519904,0.012002400480096018,1.012002400480096,2.012002400480096,32.928196577057385
-1.9871974394878975,-0.9871974394878976,0.01280256051210242,1.0128025605121025,2.0128025605121023,33.21321366758278
-1.9863972794558913,-0.9863972794558912,0.013602720544108823,1.0136027205441087,2.013602720544109,33.04464599065641
-1.9855971194238848,-0.9855971194238847,0.014402880576115223,1.0144028805761152,2.014402880576115,33.124485806375034
-1.9847969593918784,-0.9847969593918784,0.015203040608121624,1.0152030406081216,2.015203040608122,33.284117644157796
-1.983996799359872,-0.9839967993598719,0.016003200640128026,1.016003200640128,2.016003200640128,33.59467381916505
-1.9831966393278655,-0.9831966393278656,0.016803360672134428,1.0168033606721345,2.0168033606721343,33.340965095027634
-1.9823964792958593,-0.9823964792958592,0.017603520704140826,1.0176035207041407,2.017603520704141,33.65158543583586
-1.9815963192638528,-0.9815963192638528,0.01840368073614723,1.0184036807361472,2.018403680736147,33.607675960187926
-1.9807961592318464,-0.9807961592318464,0.01920384076815363,1.0192038407681536,2.019203840768154,33.58475517199245
-1.97999599919984,-0.9799959991998399,0.020004000800160033,1.02000400080016,2.02000400080016,33.53859068457565
-1.9791958391678335,-0.9791958391678336,0.020804160832166435,1.0208041608321665,2.0208041608321663,33.62998970949063
-1.9783956791358273,-0.9783956791358271,0.021604320864172834,1.0216043208641727,2.021604320864173,33.93442864479088
-1.9775955191038208,-0.9775955191038208,0.022404480896179236,1.0224044808961792,2.022404480896179,33.907789022531915
-1.9767953590718144,-0.9767953590718144,0.023204640928185638,1.0232046409281856,2.023204640928186,33.95886653784176
-1.975995199039808,-0.9759951990398079,0.024004800960192037,1.024004800960192,2.024004800960192,34.076428107253626
-1.9751950390078015,-0.9751950390078016,0.02480496099219844,1.0248049609921985,2.0248049609921983,34.02648239874293
-1.9743948789757952,-0.9743948789757951,0.02560512102420484,1.0256051210242048,2.025605121024205,34.11564607977047
-1.9735947189437888,-0.9735947189437888,0.026405281056211243,1.0264052810562112,2.026405281056211,34.240232409530165
-1.9727945589117823,-0.9727945589117823,0.027205441088217645,1.0272054410882177,2.0272054410882174,34.36847999485833
-1.971994398879776,-0.9719943988797759,0.028005601120224044,1.028005601120224,2.028005601120224,34.45894171332119
-1.9711942388477695,-0.9711942388477696,0.028805761152230446,1.0288057611522305,2.0288057611522303,34.715129892319496
-1.9703940788157632,-0.9703940788157631,0.02960592118423685,1.0296059211842368,2.029605921184237,34.6175324890354
-1.9695939187837568,-0.9695939187837568,0.030406081216243247,1.0304060812162432,2.030406081216243,34.36983137908218
-1.9687937587517503,-0.9687937587517503,0.03120624124824965,1.0312062412482497,2.0312062412482494,34.695909166841616
-1.9679935987197439,-0.967993598719744,0.03200640128025605,1.0320064012802561,2.032006401280256,34.7455812370429
-1.9671934386877377,-0.9671934386877376,0.03280656131226245,1.0328065613122623,2.0328065613122623,34.76386066827639
